层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.布隆迪,布隆迪MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,439.0,428.0,452.0,403.0,428.0,431.0,403.0,472.0,464.0,525.0,555.0,546.0,,,11.0,2.570093,11.0,0.00457,0.00019
1.布隆迪.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,76.0,78.0,76.0,80.0,83.0,85.0,76.0,70.0,81.0,75.0,108.0,95.0,,,-2.0,-2.564103,-2.0,-0.000831,-3.5e-05
1.布隆迪.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,363.0,350.0,376.0,323.0,345.0,346.0,327.0,402.0,383.0,450.0,447.0,451.0,,,13.0,3.714286,13.0,0.0054,0.000225
1.希腊,希腊MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,33829.0,26511.0,24311.0,23376.0,25547.0,27385.0,26049.0,40115.0,44039.0,59010.0,56692.0,48164.0,,,7318.0,27.603636,7318.0,3.040021,0.126716
1.希腊.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3483.0,2598.0,2331.0,2264.0,2758.0,3481.0,2705.0,2572.0,1841.0,3821.0,3258.0,2529.0,,,885.0,34.064665,885.0,0.367644,0.015324
1.希腊.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,30346.0,23913.0,21980.0,21112.0,22789.0,23904.0,23344.0,37543.0,42198.0,55189.0,53434.0,45635.0,,,6433.0,26.901685,6433.0,2.672377,0.111391
1.帕劳,帕劳MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9.0,14.0,18.0,18.0,17.0,7.0,12.0,12.0,6.0,8.0,15.0,10.0,,,-5.0,-35.714286,-5.0,-0.002077,-8.7e-05
1.帕劳.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,,,2.0,1.0,,,-2.0,-50.0,-2.0,-0.000831,-3.5e-05
1.帕劳.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,7.0,10.0,17.0,15.0,13.0,6.0,11.0,10.0,,,13.0,9.0,,,-3.0,-30.0,-3.0,-0.001246,-5.2e-05
1.库克群岛,库克群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,45.0,45.0,33.0,26.0,42.0,48.0,68.0,60.0,64.0,60.0,68.0,51.0,,,0.0,0.0,0.0,0.0,0.0
1.库克群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,7.0,6.0,4.0,2.0,3.0,7.0,5.0,5.0,2.0,2.0,4.0,1.0,,,1.0,16.666667,1.0,0.000415,1.7e-05
1.库克群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,38.0,39.0,29.0,24.0,39.0,41.0,63.0,55.0,62.0,58.0,64.0,50.0,,,-1.0,-2.564103,-1.0,-0.000415,-1.7e-05
1.库拉索,库拉索MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,725.0,683.0,698.0,637.0,803.0,823.0,600.0,687.0,629.0,612.0,636.0,653.0,,,42.0,6.149341,42.0,0.017448,0.000727
1.库拉索.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,66.0,102.0,71.0,71.0,84.0,89.0,42.0,50.0,42.0,39.0,42.0,35.0,,,-36.0,-35.294118,-36.0,-0.014955,-0.000623
1.库拉索.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,659.0,581.0,627.0,566.0,719.0,734.0,558.0,637.0,587.0,573.0,594.0,618.0,,,78.0,13.425129,78.0,0.032403,0.001351
1.开曼群岛,开曼群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,450.0,389.0,483.0,371.0,445.0,459.0,343.0,378.0,309.0,432.0,531.0,477.0,,,61.0,15.681234,61.0,0.02534,0.001056
1.开曼群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,24.0,30.0,36.0,27.0,33.0,40.0,29.0,22.0,14.0,15.0,25.0,20.0,,,-6.0,-20.0,-6.0,-0.002493,-0.000104
1.开曼群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,426.0,359.0,447.0,344.0,412.0,419.0,314.0,356.0,295.0,417.0,506.0,457.0,,,67.0,18.662953,67.0,0.027833,0.00116
1.德国,德国MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,188809.0,162318.0,159702.0,159127.0,169462.0,182939.0,159841.0,187710.0,142757.0,150490.0,149487.0,140221.0,,,26491.0,16.320433,26491.0,11.004811,0.458708
1.德国.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,26144.0,24336.0,22348.0,19118.0,20276.0,21995.0,19637.0,17941.0,9358.0,11766.0,11077.0,11122.0,,,1808.0,7.429323,1808.0,0.751074,0.031307
1.德国.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,162665.0,137982.0,137354.0,140009.0,149186.0,160944.0,140204.0,169769.0,133399.0,138724.0,138410.0,129099.0,,,24683.0,17.888565,24683.0,10.253737,0.427401
1.意大利,意大利MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,54426.0,48377.0,45287.0,40943.0,43653.0,46546.0,45519.0,62601.0,59291.0,70912.0,68170.0,65325.0,,,6049.0,12.503876,6049.0,2.512857,0.104742
1.意大利.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,7332.0,6544.0,5634.0,4991.0,5623.0,6320.0,6160.0,5834.0,4075.0,6808.0,5528.0,4904.0,,,788.0,12.041565,788.0,0.327349,0.013645
1.意大利.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,47094.0,41833.0,39653.0,35952.0,38030.0,40226.0,39359.0,56767.0,55216.0,64104.0,62642.0,60421.0,,,5261.0,12.576196,5261.0,2.185509,0.091097
1.所罗门群岛,所罗门群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,43.0,32.0,43.0,45.0,53.0,46.0,45.0,72.0,52.0,50.0,48.0,49.0,,,11.0,34.375,11.0,0.00457,0.00019
1.所罗门群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,14.0,6.0,7.0,8.0,9.0,6.0,6.0,20.0,9.0,11.0,11.0,3.0,,,8.0,133.333333,8.0,0.003323,0.000139
1.所罗门群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,29.0,26.0,36.0,37.0,44.0,40.0,39.0,52.0,43.0,39.0,37.0,46.0,,,3.0,11.538462,3.0,0.001246,5.2e-05
1.托克劳群岛,托克劳群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
1.托克劳群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,,,,1.0,,,,,,,,,,,,,,
1.托克劳群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,,,,0.0,,,,,,,,,,,,,,
1.拉脱维亚,拉脱维亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10264.0,9365.0,10542.0,8254.0,7897.0,7267.0,6261.0,6670.0,5253.0,6871.0,7147.0,5924.0,,,899.0,9.599573,899.0,0.37346,0.015567
1.拉脱维亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1077.0,810.0,840.0,683.0,829.0,780.0,682.0,471.0,272.0,404.0,349.0,349.0,,,267.0,32.962963,267.0,0.110916,0.004623
1.拉脱维亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,9187.0,8555.0,9702.0,7571.0,7068.0,6487.0,5579.0,6199.0,4981.0,6467.0,6798.0,5575.0,,,632.0,7.387493,632.0,0.262544,0.010943
1.挪威,挪威MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10638.0,8412.0,10371.0,12679.0,13834.0,13929.0,12603.0,13920.0,10614.0,12136.0,11254.0,7500.0,,,2226.0,26.462197,2226.0,0.924718,0.038545
1.挪威.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1342.0,943.0,897.0,1120.0,1394.0,1459.0,1324.0,1082.0,526.0,684.0,656.0,508.0,,,399.0,42.311771,399.0,0.165751,0.006909
1.挪威.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,9296.0,7469.0,9474.0,11559.0,12440.0,12470.0,11279.0,12838.0,10088.0,11452.0,10598.0,6992.0,,,1827.0,24.461106,1827.0,0.758967,0.031636
1.捷克,捷克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10525.0,9808.0,9888.0,9257.0,9759.0,12349.0,17035.0,19085.0,17727.0,17512.0,18902.0,33036.0,,,717.0,7.310359,717.0,0.297854,0.012415
1.捷克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1592.0,1227.0,1124.0,1128.0,1201.0,1565.0,1937.0,1668.0,956.0,1229.0,1274.0,1498.0,,,365.0,29.747351,365.0,0.151627,0.00632
1.捷克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,8933.0,8581.0,8764.0,8129.0,8558.0,10784.0,15098.0,17417.0,16771.0,16283.0,17628.0,31538.0,,,352.0,4.102086,352.0,0.146227,0.006095
1.摩尔多瓦,摩尔多瓦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10572.0,6005.0,5500.0,5198.0,5846.0,6049.0,5860.0,7848.0,6440.0,7509.0,8040.0,7674.0,,,4567.0,76.053289,4567.0,1.897209,0.07908
1.摩尔多瓦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1440.0,716.0,690.0,695.0,801.0,847.0,852.0,1090.0,454.0,619.0,695.0,642.0,,,724.0,101.117318,724.0,0.300762,0.012537
1.摩尔多瓦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,9132.0,5289.0,4810.0,4503.0,5045.0,5202.0,5008.0,6758.0,5986.0,6890.0,7345.0,7032.0,,,3843.0,72.660238,3843.0,1.596447,0.066544
1.摩洛哥,摩洛哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,11336.0,10515.0,10338.0,8568.0,10436.0,10879.0,11707.0,15669.0,15013.0,18785.0,17729.0,17540.0,,,821.0,7.807893,821.0,0.341057,0.014216
1.摩洛哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2575.0,2150.0,1916.0,1345.0,1816.0,1600.0,1840.0,2708.0,1994.0,3608.0,2797.0,2432.0,,,425.0,19.767442,425.0,0.176552,0.007359
1.摩洛哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,8761.0,8365.0,8422.0,7223.0,8620.0,9279.0,9867.0,12961.0,13019.0,15177.0,14932.0,15108.0,,,396.0,4.734011,396.0,0.164505,0.006857
1.摩纳哥,摩纳哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,302.0,225.0,240.0,126.0,153.0,193.0,159.0,228.0,306.0,472.0,473.0,347.0,,,77.0,34.222222,77.0,0.031987,0.001333
1.摩纳哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,14.0,13.0,12.0,10.0,8.0,12.0,7.0,6.0,3.0,13.0,5.0,9.0,,,1.0,7.692308,1.0,0.000415,1.7e-05
1.摩纳哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,288.0,212.0,228.0,116.0,145.0,181.0,152.0,222.0,303.0,459.0,468.0,338.0,,,76.0,35.849057,76.0,0.031572,0.001316
1.文莱,文莱MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,246.0,257.0,285.0,238.0,265.0,261.0,254.0,347.0,266.0,285.0,288.0,303.0,,,-11.0,-4.280156,-11.0,-0.00457,-0.00019
1.文莱.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,43.0,45.0,56.0,30.0,37.0,38.0,24.0,41.0,22.0,37.0,24.0,28.0,,,-2.0,-4.444444,-2.0,-0.000831,-3.5e-05
1.文莱.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,203.0,212.0,229.0,208.0,228.0,223.0,230.0,306.0,244.0,248.0,264.0,275.0,,,-9.0,-4.245283,-9.0,-0.003739,-0.000156
1.斐济,斐济MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,519.0,511.0,417.0,392.0,548.0,573.0,530.0,736.0,602.0,632.0,629.0,601.0,,,8.0,1.565558,8.0,0.003323,0.000139
1.斐济.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,79.0,67.0,64.0,42.0,58.0,77.0,60.0,70.0,47.0,47.0,50.0,30.0,,,12.0,17.910448,12.0,0.004985,0.000208
1.斐济.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,440.0,444.0,353.0,350.0,490.0,496.0,470.0,666.0,555.0,585.0,579.0,571.0,,,-4.0,-0.900901,-4.0,-0.001662,-6.9e-05
1.斯威士兰,斯威士兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,104.0,111.0,111.0,104.0,120.0,154.0,128.0,176.0,150.0,167.0,166.0,162.0,,,-7.0,-6.306306,-7.0,-0.002908,-0.000121
1.斯威士兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,10.0,18.0,11.0,17.0,16.0,19.0,16.0,12.0,14.0,17.0,17.0,8.0,,,-8.0,-44.444444,-8.0,-0.003323,-0.000139
1.斯威士兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,94.0,93.0,100.0,87.0,104.0,135.0,112.0,164.0,136.0,150.0,149.0,154.0,,,1.0,1.075269,1.0,0.000415,1.7e-05
1.斯洛伐克,斯洛伐克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,4767.0,4620.0,4485.0,4274.0,4736.0,5247.0,4726.0,6199.0,4783.0,5557.0,5415.0,5490.0,,,147.0,3.181818,147.0,0.061066,0.002545
1.斯洛伐克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,734.0,636.0,545.0,483.0,603.0,678.0,666.0,560.0,322.0,539.0,483.0,442.0,,,98.0,15.408805,98.0,0.040711,0.001697
1.斯洛伐克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4033.0,3984.0,3940.0,3791.0,4133.0,4569.0,4060.0,5639.0,4461.0,5018.0,4932.0,5048.0,,,49.0,1.22992,49.0,0.020355,0.000848
1.斯洛文尼亚,斯洛文尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3319.0,3001.0,2963.0,2835.0,3052.0,3297.0,3227.0,3996.0,3385.0,3710.0,3721.0,3821.0,,,318.0,10.596468,318.0,0.132103,0.005506
1.斯洛文尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,346.0,339.0,312.0,301.0,319.0,349.0,367.0,305.0,173.0,243.0,219.0,180.0,,,7.0,2.064897,7.0,0.002908,0.000121
1.斯洛文尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2973.0,2662.0,2651.0,2534.0,2733.0,2948.0,2860.0,3691.0,3212.0,3467.0,3502.0,3641.0,,,311.0,11.682945,311.0,0.129195,0.005385
1.斯里兰卡,斯里兰卡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3311.0,3552.0,3920.0,4038.0,4555.0,4600.0,4242.0,5034.0,4590.0,5057.0,4810.0,4903.0,,,-241.0,-6.78491,-241.0,-0.100115,-0.004173
1.斯里兰卡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,523.0,516.0,588.0,526.0,601.0,644.0,502.0,572.0,488.0,586.0,529.0,472.0,,,7.0,1.356589,7.0,0.002908,0.000121
1.斯里兰卡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2788.0,3036.0,3332.0,3512.0,3954.0,3956.0,3740.0,4462.0,4102.0,4471.0,4281.0,4431.0,,,-248.0,-8.168643,-248.0,-0.103023,-0.004294
1.新加坡,新加坡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10649.0,10043.0,9767.0,7504.0,9236.0,8971.0,9348.0,11585.0,8331.0,7553.0,7198.0,6920.0,,,606.0,6.034054,606.0,0.251743,0.010493
1.新加坡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1163.0,1097.0,1101.0,812.0,1085.0,1128.0,1027.0,1225.0,557.0,542.0,511.0,498.0,,,66.0,6.016408,66.0,0.027418,0.001143
1.新加坡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,9486.0,8946.0,8666.0,6692.0,8151.0,7843.0,8321.0,10360.0,7774.0,7011.0,6687.0,6422.0,,,540.0,6.036217,540.0,0.224325,0.00935
1.新喀里多尼亚,新喀里多尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,49.0,52.0,39.0,44.0,68.0,70.0,50.0,73.0,54.0,60.0,69.0,51.0,,,-3.0,-5.769231,-3.0,-0.001246,-5.2e-05
1.新喀里多尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,14.0,12.0,9.0,9.0,9.0,14.0,10.0,11.0,7.0,13.0,13.0,6.0,,,2.0,16.666667,2.0,0.000831,3.5e-05
1.新喀里多尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,35.0,40.0,30.0,35.0,59.0,56.0,40.0,62.0,47.0,47.0,56.0,45.0,,,-5.0,-12.5,-5.0,-0.002077,-8.7e-05
1.新西兰,新西兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7735.0,7975.0,8377.0,8504.0,9828.0,10186.0,9256.0,11370.0,9456.0,9752.0,9680.0,9637.0,,,-240.0,-3.009404,-240.0,-0.0997,-0.004156
1.新西兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1031.0,1011.0,1050.0,1094.0,1324.0,1402.0,1312.0,1200.0,601.0,658.0,720.0,701.0,,,20.0,1.978239,20.0,0.008308,0.000346
1.新西兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,6704.0,6964.0,7327.0,7410.0,8504.0,8784.0,7944.0,10170.0,8855.0,9094.0,8960.0,8936.0,,,-260.0,-3.733487,-260.0,-0.108008,-0.004502
1.日本,日本MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,11866.0,11655.0,9102.0,7836.0,8634.0,8966.0,9727.0,12037.0,9618.0,9845.0,10869.0,11101.0,,,211.0,1.810382,211.0,0.087653,0.003654
1.日本.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1457.0,1349.0,1292.0,1147.0,1287.0,1303.0,1493.0,1592.0,921.0,1640.0,1238.0,1058.0,,,108.0,8.00593,108.0,0.044865,0.00187
1.日本.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,10409.0,10306.0,7810.0,6689.0,7347.0,7663.0,8234.0,10445.0,8697.0,8205.0,9631.0,10043.0,,,103.0,0.999418,103.0,0.042788,0.001784
1.智利,智利MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,13349.0,13398.0,13950.0,14591.0,16224.0,15749.0,15065.0,20438.0,16427.0,17748.0,17398.0,15979.0,,,-49.0,-0.365726,-49.0,-0.020355,-0.000848
1.智利.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1828.0,1859.0,1949.0,2272.0,2575.0,2450.0,2203.0,2187.0,1544.0,1639.0,1577.0,1553.0,,,-31.0,-1.667563,-31.0,-0.012878,-0.000537
1.智利.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,11521.0,11539.0,12001.0,12319.0,13649.0,13299.0,12862.0,18251.0,14883.0,16109.0,15821.0,14426.0,,,-18.0,-0.155993,-18.0,-0.007478,-0.000312
1.柬埔寨,柬埔寨MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1500.0,1549.0,1688.0,1640.0,1843.0,1802.0,1731.0,2119.0,1787.0,1819.0,1937.0,1965.0,,,-49.0,-3.163331,-49.0,-0.020355,-0.000848
1.柬埔寨.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,341.0,272.0,292.0,239.0,327.0,282.0,289.0,319.0,236.0,237.0,246.0,262.0,,,69.0,25.367647,69.0,0.028664,0.001195
1.柬埔寨.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1159.0,1277.0,1396.0,1401.0,1516.0,1520.0,1442.0,1800.0,1551.0,1582.0,1691.0,1703.0,,,-118.0,-9.240407,-118.0,-0.049019,-0.002043
1.根西岛,根西岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,240.0,253.0,214.0,206.0,229.0,286.0,231.0,292.0,201.0,277.0,248.0,242.0,,,-13.0,-5.13834,-13.0,-0.0054,-0.000225
1.根西岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,32.0,23.0,28.0,23.0,26.0,20.0,18.0,19.0,9.0,9.0,11.0,14.0,,,9.0,39.130435,9.0,0.003739,0.000156
1.根西岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,208.0,230.0,186.0,183.0,203.0,266.0,213.0,273.0,192.0,268.0,237.0,228.0,,,-22.0,-9.565217,-22.0,-0.009139,-0.000381
1.格林纳达,格林纳达MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,204.0,238.0,229.0,223.0,220.0,223.0,228.0,268.0,219.0,347.0,225.0,219.0,,,-34.0,-14.285714,-34.0,-0.014124,-0.000589
1.格林纳达.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,29.0,19.0,18.0,24.0,26.0,28.0,28.0,12.0,10.0,25.0,20.0,6.0,,,10.0,52.631579,10.0,0.004154,0.000173
1.格林纳达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,175.0,219.0,211.0,199.0,194.0,195.0,200.0,256.0,209.0,322.0,205.0,213.0,,,-44.0,-20.091324,-44.0,-0.018278,-0.000762
1.格陵兰,格陵兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,23.0,27.0,25.0,19.0,19.0,20.0,18.0,31.0,25.0,33.0,34.0,43.0,,,-4.0,-14.814815,-4.0,-0.001662,-6.9e-05
1.格陵兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,,,0.0,0.0,0.0,0.0,0.0
1.格陵兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,21.0,25.0,22.0,17.0,16.0,17.0,17.0,26.0,24.0,32.0,31.0,39.0,,,-4.0,-16.0,-4.0,-0.001662,-6.9e-05
1.格鲁吉亚,格鲁吉亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,12492.0,11142.0,11038.0,10822.0,12305.0,12087.0,12484.0,17401.0,15829.0,19584.0,18556.0,16862.0,,,1350.0,12.116317,1350.0,0.560813,0.023376
1.格鲁吉亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1904.0,1452.0,1346.0,1243.0,1658.0,1529.0,1518.0,1607.0,1082.0,1714.0,1550.0,1344.0,,,452.0,31.129477,452.0,0.187768,0.007827
1.格鲁吉亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,10588.0,9690.0,9692.0,9579.0,10647.0,10558.0,10966.0,15794.0,14747.0,17870.0,17006.0,15518.0,,,898.0,9.267286,898.0,0.373044,0.015549
1.梵蒂冈,梵蒂冈MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,,1.0,,,,,1.0,4.0,,,,,,,,,,,
1.梵蒂冈.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,,,,
1.梵蒂冈.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,,,,,,,,,,,,,,,,,,
1.比利时,比利时MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,13313.0,12605.0,10846.0,10036.0,11043.0,12433.0,11612.0,14600.0,12131.0,13525.0,13382.0,12939.0,,,708.0,5.616819,708.0,0.294115,0.012259
1.比利时.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1968.0,2403.0,1401.0,1296.0,1367.0,1581.0,1540.0,1372.0,959.0,1220.0,1123.0,1088.0,,,-435.0,-18.102372,-435.0,-0.180706,-0.007532
1.比利时.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,11345.0,10202.0,9445.0,8740.0,9676.0,10852.0,10072.0,13228.0,11172.0,12305.0,12259.0,11851.0,,,1143.0,11.203686,1143.0,0.474822,0.019792
1.毛里塔尼亚,毛里塔尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,440.0,337.0,305.0,234.0,299.0,294.0,285.0,388.0,331.0,418.0,462.0,539.0,,,103.0,30.563798,103.0,0.042788,0.001784
